query_text,persona,intent_label,complexity,notes
Caltech housing guarantee beyond freshman year,parent,comparison,complex,comparison between entities
Arizona State,counselor_teacher,exact_lookup,medium,simple entity lookup
University of Florida scholarships for first gen,parent,cost_financial_aid,medium,cost and aid
study abroad for Georgia Tech,college_student,attribute_lookup,short_circuit,single attribute lookup
university of wisconsin,advisor,exact_lookup,short_circuit,simple entity lookup
best colleges for biology job outcomes,advisor,career_outcomes,medium,career outcomes
affordable psychology schools in California with good job placement,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
create a balanced list: reach target safety for psychology near the beach under 40k,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
Vanderbilt but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints
does Georgia Tech have pre-med advising,parent,attribute_lookup,short_circuit,single attribute lookup
USC but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints
average ACT for Georgia Tech,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
financial aid for UC San Diego,advisor,attribute_lookup,short_circuit,single attribute lookup
NYU vs Virginia Tech for neuroscience,counselor_teacher,comparison,complex,comparison between entities
create a balanced list: reach target safety for mechanical engineering near Chicago good financial aid,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering
Brown scholarships for first gen,college_student,cost_financial_aid,medium,cost and aid
universities near Chicago with electrical engineering and philosophy under 40k,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
schools like UC San Diego but cheaper,parent,recommendation,complex,needs recommendation/ranking
cheapest biology schools near the beach,parent,cost_financial_aid,medium,cost and aid
best pre-med schools near Chicago,college_student,filtered_search,medium,faceted search: 1–2 filters
large finance colleges in California under 20k safety schools,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
schools with strong support for first generation students,counselor_teacher,career_outcomes,medium,career outcomes
UC San Diego job placement for architecture,parent,career_outcomes,medium,career outcomes
UC Berkeley scholarships for low income,counselor_teacher,cost_financial_aid,medium,cost and aid
what is the sports culture at UC Berkeley,advisor,campus_life_fit,llm_needed,subjective fit; likely needs LLM
best colleges for neuroscience job outcomes,advisor,career_outcomes,medium,career outcomes
how do i apply to University of Florida,advisor,admissions_process,medium,admissions/how-to
Brown application deadlines,advisor,admissions_process,medium,admissions/how-to
universities with strong aerospace engineering,high_school_student,filtered_search,medium,faceted search: 1–2 filters
average ACT for UC Berkeley,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
Penn State job placement for aerospace engineering,advisor,career_outcomes,medium,career outcomes
universities not Florida with computer science and philosophy good financial aid,counselor_teacher,multi_constraint,llm_needed,multi-constraint: requires multi-step filtering
colleges in Texas,high_school_student,filtered_search,medium,faceted search: 1–2 filters
Carnegie Mellon housing guarantee beyond freshman year,parent,filtered_search,medium,faceted search: 1–2 filters
USC,parent,exact_lookup,short_circuit,simple entity lookup
University of Washington scholarships for merit,advisor,cost_financial_aid,medium,cost and aid
recommend medium-sized colleges not Florida for nursing not too competitive,counselor_teacher,recommendation,complex,needs recommendation/ranking
best colleges for finance job outcomes,counselor_teacher,career_outcomes,medium,career outcomes
universities with strong architecture,high_school_student,filtered_search,medium,faceted search: 1–2 filters
cheapest nursing schools in Texas,parent,cost_financial_aid,medium,cost and aid
scholarships for University of Wisconsin,college_student,attribute_lookup,short_circuit,single attribute lookup
colleges with normal people,counselor_teacher,campus_life_fit,llm_needed,subjective fit; likely needs LLM
MIT job placement for mechanical engineering,high_school_student,career_outcomes,medium,career outcomes
what schools should i apply to for psychology near the beach under 20k,college_student,recommendation,complex,needs recommendation/ranking
Northwestern alumni network,counselor_teacher,attribute_lookup,short_circuit,single attribute lookup
four year cost of Princeton including housing,parent,attribute_lookup,short_circuit,single attribute lookup
Princeton job placement for film,parent,career_outcomes,medium,career outcomes
recommend medium-sized colleges near Chicago for data science not too competitive,advisor,recommendation,llm_needed,needs recommendation/ranking
does Harvard have pre-med advising,advisor,attribute_lookup,short_circuit,single attribute lookup
UC Berkeley scholarships for merit,advisor,cost_financial_aid,medium,cost and aid
best colleges for architecture job outcomes,parent,career_outcomes,medium,career outcomes
universities with strong pre-law,high_school_student,filtered_search,medium,faceted search: 1–2 filters
schools near a major tech hub with low student-to-faculty ratio,advisor,filtered_search,medium,faceted search: 1–2 filters
how do i apply to Purdue,high_school_student,admissions_process,medium,admissions/how-to
Purdue housing guarantee beyond freshman year,parent,filtered_search,medium,faceted search: 1–2 filters
affordable engineering schools in warm states with good job placement,high_school_student,multi_constraint,complex,multi-constraint: requires multi-step filtering
top nursing schools not Florida,counselor_teacher,filtered_search,medium,faceted search: 1–2 filters
Virginia Tech,high_school_student,exact_lookup,short_circuit,simple entity lookup
colleges in warm states,parent,filtered_search,medium,faceted search: 1–2 filters
colleges where people dont care about football,parent,campus_life_fit,llm_needed,subjective fit; likely needs LLM
create a balanced list: reach target safety for economics in warm states under 30k,advisor,campus_life_fit,llm_needed,subjective fit; likely needs LLM
virginia tech vs uc san diego for computer science,high_school_student,comparison,complex,comparison between entities
cheapest philosophy schools not Florida,college_student,cost_financial_aid,medium,cost and aid
schools like University of Wisconsin but cheaper,college_student,recommendation,complex,needs recommendation/ranking
what schools should i apply to for architecture in Texas under 30k,college_student,recommendation,complex,needs recommendation/ranking
