query_text,persona,intent_label,primary_route,complexity,entities,route,notes,source_file,raw_persona,raw_intent,raw_route,standardization_notes,entity_types
Arizona State campus culture,college_student,campus_life_fit,llm,llm_needed,nan,nan,fit question,Data - Shivansh.csv,college_student,campus_life_fit,,"persona:college_student->college_student,intent:campus_life_fit->campus_life_fit,intent:validated_campus_life_fit,primary_route:complexity:llm_needed","school,fit_or_culture_cue"
how do i apply to Columbia,parent,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,parent,admissions_process,,"persona:parent->parent,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval",school
does Arizona State have aerospace engineering,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,major_or_program"
job placement for University of Florida,advisor,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,advisor,attribute_lookup,,"persona:advisor->advisor,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,location,career_outcome_cue"
large aerospace engineering colleges in California under 30k,advisor,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,advisor,multi_constraint,,"persona:advisor->advisor,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
Arizona State vs Harvard for biology,counselor_teacher,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
universities with strong business,counselor_teacher,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,counselor_teacher,filtered_search,,"persona:counselor_teacher->counselor_teacher,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",major_or_program
NYU financial aid,advisor,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,advisor,cost_financial_aid,,"persona:advisor->advisor,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
University of Washington job placement for philosophy,advisor,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,advisor,career_outcomes,,"persona:advisor->advisor,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,career_outcome_cue"
do i need sat for Cornell,college_student,admissions_process,retrieval,medium,nan,nan,admissions,Data - Shivansh.csv,college_student,admissions_process,,"persona:college_student->college_student,intent:admissions_process->admissions_process,intent:validated_admissions_process,primary_route:intent:admissions_process->retrieval","school,admissions_or_attribute_signal"
small psychology colleges in warm states under 40k,counselor_teacher,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,counselor_teacher,multi_constraint,,"persona:counselor_teacher->counselor_teacher,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
affordable chemistry schools near Chicago with good internships,parent,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
Harvard financial aid,advisor,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,advisor,cost_financial_aid,,"persona:advisor->advisor,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
affordable data science schools in warm states with good internships,college_student,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,college_student,multi_constraint,,"persona:college_student->college_student,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
colleges near the beach low tuition with strong research,advisor,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,advisor,multi_constraint,,"persona:advisor->advisor,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","location,cost_constraint"
Columbia rankings,college_student,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
schools like MIT but cheaper,counselor_teacher,recommendation,retrieval,complex,nan,nan,recommendation,Data - Shivansh.csv,counselor_teacher,recommendation,,"persona:counselor_teacher->counselor_teacher,intent:recommendation->recommendation,intent:validated_recommendation,primary_route:intent:recommendation->retrieval","school,rewrite_cue"
affordable aerospace engineering schools in Texas with good internships,counselor_teacher,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,counselor_teacher,multi_constraint,,"persona:counselor_teacher->counselor_teacher,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
small nursing colleges in warm states good financial aid,advisor,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,advisor,multi_constraint,,"persona:advisor->advisor,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location,cost_constraint"
Cornell job placement for mechanical engineering,parent,career_outcomes,retrieval,medium,nan,nan,career outcomes,Data - Shivansh.csv,parent,career_outcomes,,"persona:parent->parent,intent:career_outcomes->career_outcomes,intent:validated_career_outcomes,primary_route:intent:career_outcomes->retrieval","school,major_or_program,career_outcome_cue"
UC San Diego vs Rice University for engineering,counselor_teacher,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,counselor_teacher,comparison,,"persona:counselor_teacher->counselor_teacher,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target,major_or_program"
does Columbia have biology,parent,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,major_or_program"
colleges near the beach,parent,filtered_search,retrieval,medium,nan,nan,filter search,Data - Shivansh.csv,parent,filtered_search,,"persona:parent->parent,intent:filtered_search->filtered_search,intent:validated_filtered_search,primary_route:intent:filtered_search->retrieval",location
does Caltech have economics,parent,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,parent,attribute_lookup,,"persona:parent->parent,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",major_or_program
colleges near the beach good financial aid with strong research,counselor_teacher,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,counselor_teacher,multi_constraint,,"persona:counselor_teacher->counselor_teacher,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","location,cost_constraint"
USC location,college_student,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,college_student,attribute_lookup,,"persona:college_student->college_student,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
University of Florida internships,counselor_teacher,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,counselor_teacher,attribute_lookup,,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut","school,location"
colleges near the beach under 20k with strong research,counselor_teacher,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,counselor_teacher,multi_constraint,,"persona:counselor_teacher->counselor_teacher,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval",location
affordable aerospace engineering schools in the Midwest with good internships,parent,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,parent,multi_constraint,,"persona:parent->parent,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
Georgia Tech vs Duke,advisor,comparison,retrieval,complex,nan,nan,comparison,Data - Shivansh.csv,advisor,comparison,,"persona:advisor->advisor,intent:comparison->comparison,intent:validated_comparison,primary_route:intent:comparison->retrieval","school,comparison_target"
Harvard financial aid,parent,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,parent,cost_financial_aid,,"persona:parent->parent,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval","school,cost_constraint"
cheapest engineering schools near a tech hub,college_student,cost_financial_aid,retrieval,medium,nan,nan,cost aid,Data - Shivansh.csv,college_student,cost_financial_aid,,"persona:college_student->college_student,intent:cost_financial_aid->cost_financial_aid,intent:validated_cost_financial_aid,primary_route:intent:cost_financial_aid->retrieval",major_or_program
UT Austin but cheaper,counselor_teacher,rewrite_needed,llm,complex,nan,nan,rewrite needed,Data - Shivansh.csv,counselor_teacher,rewrite_needed,,"persona:counselor_teacher->counselor_teacher,intent:rewrite_needed->rewrite_needed,intent:validated_rewrite_needed,primary_route:intent:rewrite_needed->llm","school,rewrite_cue"
does Cornell have data science,counselor_teacher,attribute_lookup,shortcut,medium,nan,nan,single attribute,Data - Shivansh.csv,counselor_teacher,attribute_lookup,,"persona:counselor_teacher->counselor_teacher,intent:attribute_lookup->attribute_lookup,intent:validated_attribute_lookup,primary_route:intent:attribute_lookup->shortcut",school
small psychology colleges near the beach under 40k,advisor,multi_constraint,retrieval,complex,nan,nan,multi constraint,Data - Shivansh.csv,advisor,multi_constraint,,"persona:advisor->advisor,intent:multi_constraint->multi_constraint,intent:validated_multi_constraint,primary_route:intent:multi_constraint->retrieval","major_or_program,location"
