query_text,persona,intent_label,complexity,notes,route,tier,entity_types,normalization_flags
Duke scholarships for first gen,parent,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
UCLA collaborative culture vs Boston University collaborative culture,high_school_student,comparison,llm_needed,comparison between entities,compare_pipeline,complex,"school,comparison_target,fit_or_culture_cue",
UC Berkeley vs UCLA for data science,counselor_teacher,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
University of Washington scholarships for international,parent,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
Harvard scholarships for first gen,parent,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
four year cost of UC Irvine including housing,parent,cost_financial_aid,medium,admissions/how-to,finance_guidance,medium,"cost_constraint,admissions_or_attribute_signal",intent:four_year_cost_pattern
small chemistry colleges near Chicago full ride options not too competitive,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"location,cost_constraint",
create a balanced list: reach target safety for architecture near Chicago under 20k,advisor,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location",
NYU but cheaper,parent,rewrite_needed,complex,requires query rewrite to explicit constraints,rewrite_then_route,complex,"school,rewrite_cue",
stanford,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
Penn State,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
schools near a major tech hub with low student-to-faculty ratio,high_school_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,,
Purdue vs Brown,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
does UCLA have pre-med advising,college_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program",
best electrical engineering schools in California,advisor,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
University of Florida housing guarantee beyond freshman year,parent,attribute_lookup,complex,multi-constraint: requires multi-step filtering,typesense_plus_metadata,easy,"school,location,admissions_or_attribute_signal",intent:housing_guarantee_pattern
UC San Diego admissions profile average sat and gpa,counselor_teacher,admissions_process,complex,multi-constraint: requires multi-step filtering,faq_or_guidance,medium,admissions_or_attribute_signal,intent:admissions_profile_pattern
Boston University scholarships for low income,high_school_student,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
best pre-med schools in warm states,parent,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
Arizona State admissions profile average sat and gpa,counselor_teacher,admissions_process,complex,needs recommendation/ranking,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
cheapest electrical engineering schools near the beach,counselor_teacher,filtered_search,medium,cost and aid,semantic_or_faceted_search,medium,"major_or_program,location",intent:filtered_search_pattern
mit without the suffering,advisor,rewrite_needed,complex,requires query rewrite to explicit constraints,rewrite_then_route,complex,"school,rewrite_cue",
does Duke have study abroad,parent,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
Stanford location,high_school_student,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,school,
university of washington vs duke,high_school_student,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
best colleges for mechanical engineering job outcomes,high_school_student,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"major_or_program,career_outcome_cue",
Purdue financial aid,high_school_student,cost_financial_aid,short_circuit,single attribute lookup,finance_guidance,medium,"school,cost_constraint",intent:cost_pattern
recommend small colleges near the beach for mechanical engineering safety schools,advisor,recommendation,llm_needed,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
University of Maryland competitive culture vs UC Irvine competitive culture,parent,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target,fit_or_culture_cue",
University of Wisconsin vs UCLA,advisor,comparison,complex,comparison between entities,compare_pipeline,complex,"school,comparison_target",
does UC Berkeley have pre-med advising,advisor,attribute_lookup,short_circuit,single attribute lookup,typesense_plus_metadata,easy,"school,major_or_program",
Boston University job placement for neuroscience,parent,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,"school,major_or_program,career_outcome_cue",
recommend small colleges near Chicago for engineering not too competitive,counselor_teacher,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,"major_or_program,location",
universities in Texas with aerospace engineering and philosophy good financial aid,college_student,multi_constraint,complex,multi-constraint: requires multi-step filtering,foundry_multi_agent,complex,"major_or_program,location,cost_constraint",
best pre-med schools in california,high_school_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,"major_or_program,location",
UC Berkeley job placement rate,college_student,career_outcomes,short_circuit,single attribute lookup,outcomes_pipeline,medium,"school,career_outcome_cue",intent:career_pattern
Penn State scholarships for low income,counselor_teacher,cost_financial_aid,medium,cost and aid,finance_guidance,medium,"school,cost_constraint",
universities with strong business,advisor,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,major_or_program,
Rice University admissions profile average sat and gpa,counselor_teacher,admissions_process,complex,needs recommendation/ranking,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
University of Washington but cheaper,college_student,rewrite_needed,complex,requires query rewrite to explicit constraints,rewrite_then_route,complex,"school,rewrite_cue",
universities with strong engineering,high_school_student,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,major_or_program,
universities with strong engineering,parent,filtered_search,medium,faceted search: 1–2 filters,semantic_or_faceted_search,medium,major_or_program,
Northwestern application deadlines,advisor,admissions_process,medium,admissions/how-to,faq_or_guidance,medium,"school,admissions_or_attribute_signal",
Rice University admissions profile average sat and gpa,counselor_teacher,admissions_process,complex,multi-constraint: requires multi-step filtering,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
brown,high_school_student,direct_lookup,short_circuit,simple entity lookup,typesense_only,easy,school,persona:school_only_pattern
best colleges for public health job outcomes,high_school_student,career_outcomes,medium,career outcomes,outcomes_pipeline,medium,career_outcome_cue,
recommend medium-sized colleges near a major tech hub for architecture not too competitive,advisor,recommendation,complex,needs recommendation/ranking,recommendation_workflow,complex,major_or_program,
schools like Stanford but cheaper,college_student,rewrite_needed,complex,needs recommendation/ranking,rewrite_then_route,complex,"school,rewrite_cue",intent:rewrite_pattern
Columbia admissions profile average sat and gpa,counselor_teacher,admissions_process,medium,faceted search: 1–2 filters,faq_or_guidance,medium,"school,admissions_or_attribute_signal",intent:admissions_profile_pattern
Caltech but cheaper,parent,rewrite_needed,complex,requires query rewrite to explicit constraints,rewrite_then_route,complex,rewrite_cue,
