Query,Persona,Intent,Complexity,Entities,Route,Notes
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
schools with high internship placement rates,college_student,career_outcomes,medium,,,career outcomes
request demo for admissions office,parent,b2b_partnership,llm_needed,,,B2B
Brown,advisor,exact_lookup,short_circuit,,,simple entity
NYU,counselor_teacher,exact_lookup,short_circuit,,,simple entity
universities with strong psychology,parent,filtered_search,medium,,,filter search
recommend large colleges in California for computer science,advisor,recommendation,complex,,,recommendation
Harvard job placement for computer science,counselor_teacher,career_outcomes,medium,,,career outcomes
harvard but less stressful,counselor_teacher,rewrite_needed,complex,,,rewrite needed
harvard but less stressful,counselor_teacher,rewrite_needed,complex,,,rewrite needed
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
how can our university join the platform,advisor,b2b_partnership,llm_needed,,,B2B
Brown scholarships,advisor,cost_financial_aid,medium,,,cost aid
NYU financial aid,advisor,cost_financial_aid,medium,,,cost aid
pricing for partner universities,counselor_teacher,b2b_partnership,llm_needed,,,B2B
mit without the suffering,advisor,rewrite_needed,complex,,,rewrite needed
UCLA,advisor,exact_lookup,short_circuit,,,simple entity
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
schools like Princeton but cheaper,counselor_teacher,recommendation,complex,,,recommendation
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
Duke vs USC,college_student,comparison,complex,,,comparison
colleges with low stress environment,college_student,campus_life_fit,llm_needed,,,fit question
how do i apply to Northwestern,parent,admissions_process,medium,,,admissions
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
Harvard tuition vs Brown tuition,parent,comparison,complex,,,comparison
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
schools with high internship placement rates,advisor,career_outcomes,medium,,,career outcomes
UC San Diego scholarships,college_student,cost_financial_aid,medium,,,cost aid
Caltech but cheaper,advisor,rewrite_needed,complex,,,rewrite needed
how can our university join the platform,advisor,b2b_partnership,llm_needed,,,B2B
rice university,advisor,exact_lookup,short_circuit,,,simple entity
housing for University of Michigan,counselor_teacher,attribute_lookup,medium,,,single attribute
Purdue job placement for electrical engineering,parent,career_outcomes,medium,,,career outcomes
schools with high internship placement rates,parent,career_outcomes,medium,,,career outcomes
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
Caltech tuition vs Georgia Tech tuition,counselor_teacher,comparison,complex,,,comparison
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
colleges with low stress environment,college_student,campus_life_fit,llm_needed,,,fit question
affordable mechanical engineering schools in warm states with good internships,counselor_teacher,multi_constraint,complex,,,multi constraint
UT Austin,college_student,exact_lookup,short_circuit,,,simple entity
how can our university join the platform,college_student,b2b_partnership,llm_needed,,,B2B
colleges with low stress environment,college_student,campus_life_fit,llm_needed,,,fit question
schools with high internship placement rates,advisor,career_outcomes,medium,,,career outcomes
Caltech vs Penn State,parent,comparison,complex,,,comparison
brown,advisor,exact_lookup,short_circuit,,,simple entity
schools like Purdue but cheaper,advisor,recommendation,complex,,,recommendation
Princeton but cheaper,college_student,rewrite_needed,complex,,,rewrite needed
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
affordable psychology schools in the Midwest with good internships,advisor,multi_constraint,complex,,,multi constraint
arizona state,parent,exact_lookup,short_circuit,,,simple entity
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
Caltech vs USC for chemistry,college_student,comparison,complex,,,comparison
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
small philosophy colleges in California low tuition,counselor_teacher,multi_constraint,complex,,,multi constraint
request demo for admissions office,college_student,b2b_partnership,llm_needed,,,B2B
job placement for Columbia,counselor_teacher,attribute_lookup,medium,,,single attribute
colleges in Texas,advisor,filtered_search,medium,,,filter search
Columbia tuition vs Harvard tuition,parent,comparison,complex,,,comparison
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
pricing for partner universities,counselor_teacher,b2b_partnership,llm_needed,,,B2B
location for Purdue,counselor_teacher,attribute_lookup,medium,,,single attribute
how do i apply to Stanford,college_student,admissions_process,medium,,,admissions
universities with strong aerospace engineering,college_student,filtered_search,medium,,,filter search
Columbia vs Carnegie Mellon,advisor,comparison,complex,,,comparison
Arizona State,parent,exact_lookup,short_circuit,,,simple entity
schools like University of Florida but cheaper,counselor_teacher,recommendation,complex,,,recommendation
pricing for partner universities,counselor_teacher,b2b_partnership,llm_needed,,,B2B
recommend large colleges near a tech hub for aerospace engineering,advisor,recommendation,complex,,,recommendation
pricing for partner universities,college_b2b,b2b_partnership,llm_needed,,,B2B
Carnegie Mellon job placement for computer science,college_student,career_outcomes,medium,,,career outcomes
how can our university join the platform,college_b2b,b2b_partnership,llm_needed,,,B2B
Penn State,advisor,exact_lookup,short_circuit,,,simple entity
Harvard but cheaper,college_student,rewrite_needed,complex,,,rewrite needed
what schools should i apply to for business,college_student,recommendation,complex,,,recommendation
MIT campus culture,counselor_teacher,campus_life_fit,llm_needed,,,fit question
api access for college partners,parent,b2b_partnership,llm_needed,,,B2B
recommend large colleges in California for business,college_student,recommendation,complex,,,recommendation
Stanford application deadlines,college_student,admissions_process,medium,,,admissions
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
Princeton but cheaper,counselor_teacher,rewrite_needed,complex,,,rewrite needed
Cornell vs Caltech,parent,comparison,complex,,,comparison
colleges with low stress environment,parent,campus_life_fit,llm_needed,,,fit question
schools with high internship placement rates,counselor_teacher,career_outcomes,medium,,,career outcomes
MIT financial aid,parent,cost_financial_aid,medium,,,cost aid
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
job placement for University of Florida,parent,attribute_lookup,medium,,,single attribute
Columbia campus culture,college_student,campus_life_fit,llm_needed,,,fit question
schools with high internship placement rates,parent,career_outcomes,medium,,,career outcomes
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
schools like Princeton but cheaper,parent,recommendation,complex,,,recommendation
UC Berkeley scholarships,counselor_teacher,cost_financial_aid,medium,,,cost aid
mit without the suffering,college_student,rewrite_needed,complex,,,rewrite needed
housing for Rice University,parent,attribute_lookup,medium,,,single attribute
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
Duke vs UC San Diego for economics,advisor,comparison,complex,,,comparison
cheapest data science schools in California,college_student,cost_financial_aid,medium,,,cost aid
api access for college partners,college_b2b,b2b_partnership,llm_needed,,,B2B
Arizona State scholarships,counselor_teacher,cost_financial_aid,medium,,,cost aid
Penn State tuition vs Cornell tuition,parent,comparison,complex,,,comparison
universities with strong aerospace engineering,counselor_teacher,filtered_search,medium,,,filter search
best colleges for electrical engineering job outcomes,parent,career_outcomes,medium,,,career outcomes
how do i apply to NYU,parent,admissions_process,medium,,,admissions
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
request demo for admissions office,college_b2b,b2b_partnership,llm_needed,,,B2B
